都道府県名,測量地域,測量目的,測量種別,縮尺,事業量,計画機関,実施機関,作業期間,付図番号
鹿児島県,大口市,ほ場整備,"撮影,図化","20000,,5000","53.6KM2,18.5KM2",鹿児島県大口耕地事務所,大阪写真測量所,"56.6.8,56.9.31",147
鹿児島県,東郷町,ほ場整備,"撮影,図化","20000,,5000","40.3KM2,7.0KM2",鹿児島県川内耕地事務所,アジア航測,"56.6.1,56.7.15",311
鹿児島県,菱刈町,農村総合整備,"撮影,図化,図化修正","20000,,5000,,5000","166.8KM2,4.0KM2,49.6KM2",菱刈町,アジア航測,"56.6.1,56.7.30",145
鹿児島県,東串良町,農村総合整備,"撮影,図化","20000,,5000","80.0KM2,25.7KM2",東串良町,アジア航測,"56.7.10,57.2.28",454
鹿児島県,,電源開発,"撮影,図化","20000,,5000","1122.4KM2,174.0KM2",(財)新エネルギー財団水力本部,アジア航測,"56.10.13,57.3.10",
鹿児島県,鹿児島市,都市計画,"撮影,図化","25000,,10000","350.0KM2,245.0KM2",鹿児島市,パシフイック航業,"56.11.20,57.3.15",1013
鹿児島県,鹿屋市,河川改修,図化,500,0.9KM2,九州地建大隅工事事務所,"東日本航空,パシフイック航業","57.2.10,57.3.30",
鹿児島県,"桜島町,鹿児島市",火山対策,図化,2500,14.7KM2,九州地建大隅工事事務所,国際航業,"56.10.30,57.3.28",
鹿児島県,吉田町,都市計画,図化,2500,8.5KM2,吉田町,国際航業,"56.7.16,56.9.31",
鹿児島県,"錦江町,南大隅町",農地開発,図化,5000,34.0KM2,九州農政局南九州地域総合開発調査事務所,中庭測量,"56.2.24,56.3.24",16
鹿児島県,財部町,土地改良,図化,5000,58.5KM2,鹿児島県大隅耕地事務所,"大成測量設計,東洋航空事業","56.12.10,57.2.28",1160
沖縄県,名護市,ダム管理,基準点,,14point,沖縄総合事務局北部ダム事務所,朝日建設コンサルタント,"56.1.20,56.3.25",
沖縄県,平良市,港湾建設,基準点,,9point,沖縄総合事務局平良港工事事務所,パシフイック航業,"57.2.22,57.3.10",
沖縄県,"沖縄市,具志川市,勝連村",港湾計画,基準点,,9point,那覇港工事事務所,パシフイック航業,"56.4.8,56.4.30",
沖縄県,"糸満市,東風平町,具志頭村",地盤沈下,水準,,38.0km,沖縄県,沖縄陸地測量,"56.11.10,57.3.30",843
沖縄県,国頭村,ダム管理,撮影,8000,26.9KM2,沖縄総合事務局北部ダム事務所,アジア航測,"57.2.10,57.3.25",1394
沖縄県,平良市,道路台帳,"撮影,図化","4000,,500","63.9KM2,8.5KM2",平良市,与那嶺測量設計,"56.12.12,58.3.30",1392
沖縄県,城辺町,道路台帳,"撮影,図化","4000,,500","57.9KM2,6.6KM2",城辺町,大洋土木コンサルタント,"56.10.1,57.3.30",842
沖縄県,伊是名村,道路台帳,"撮影,図化","4000,,500","15.4KM2,2.0KM2",伊是名村,沖縄陸地測量,"56.3.16,57.1.31",
沖縄県,恩納村,農地計画,"撮影,図化","8000,,1000","10.5KM2,2.0KM2",恩納村,大洋土木コンサルタント,"56.9.28,56.11.20",841
沖縄県,"沖縄市,具志川市,勝連村",港湾計画,"撮影,図化","10000,,10000","72.7KM2,43.0KM2",那覇港工事事務所,パシフイック航業,"56.4.28,56.7.31",234
沖縄県,浦添市,道路台帳,図化,500,4.8KM2,浦添市,与那嶺測量設計,"56.11.2,57.5.24",
沖縄県,伊是名村,干拓計画,図化,1000,0.4KM2,沖縄開発庁沖縄総合事務局,沖縄陸地測量,"56.8.25,56.10.2",
沖縄県,恩納村,農道台帳作成,図化,1000,4.0KM2,恩納村,大洋土木コンサルタント,"57.1.5,57.3.25",
沖縄県,東村,地すべり調査,図化,2500,2.0KM2,沖縄総合事務局北部ダム事務所,アジア航測,"56.2.14,56.3.30",
沖縄県,,道路台帳,平板,500,5.0KM2,沖縄県土木建築部,"アジア建設コンサルタント,沖縄都市建設,大流設計,岩下建設コンサルタント","56.1.30,56.3.25",
沖縄県,沖縄市,国体会場計画,平板,500,1.0KM2,沖縄県土木建築部,国建設計工務,"56.3.20,56.7.31",
沖縄県,北大東村,港湾台帳,平板,500,0.04KM2,沖縄県土木建築部,図南建設コンサルタント,"56.3.4,56.3.31",
沖縄県,石垣市,道路台帳,平板,500,0.01KM2,沖縄県八重山土木事務所,琉建設計,"56.7.24,56.8.10",
沖縄県,那覇市,道路台帳,平板,500,0.3KM2,那覇市,大東航業,"56.9.21,57.2.5",
沖縄県,那覇市,土地区画整理,平板,500,1.1KM2,那覇市,アジア測量設計,"56.11.28,57.3.25",
沖縄県,竹富町,道路台帳,平板,500,4.4KM2,竹富町,宮古測量コンサルタント,"56.2.24,56.3.31",
沖縄県,上野村,道路台帳,平板,500,4.0KM2,上野村,宮古測量コンサルタント,"55.12.22,56.8.31",225
沖縄県,今帰仁村,道路台帳,平板,500,0.1KM2,今帰仁村,大東航業,"56.6.1,56.6.30",
沖縄県,豊見城村,道路改良,平板,500,0.2KM2,豊見城村,日興建設コンサルタント,"56.11.9,57.1.16",
沖縄県,伊江村,土地改良,平板,500,0.2KM2,伊江村,日興建設コンサルタント,"57.2.18,57.3.25",
沖縄県,伊平屋村,道路計画,平板,500,0.2KM2,沖縄県土地改良事業団体連合会,不二測量設計事務所,"56.9.21,56.9.30",
沖縄県,"石川市,名護市,本部町",土地改良,平板,1000,0.7KM2,沖縄県土地改良事業団体連合会,自営,"56.2.12,56.4.30",
沖縄県,仲里村,土地改良,平板,1000,0.9KM2,沖縄県土地改良事業団体連合会,日南建設コンサルタント,"56.6.10,56.7.20",
沖縄県,玉城村,ほ場整備,平板,1000,0.6KM2,沖縄県土地改良事業団体連合会,日章コンサルタント,"56.6.30,56.7.31",
沖縄県,伊是名村,土地改良,平板,1000,2.9KM2,沖縄県土地改良事業団体連合会,自営,"57.2.5,57.4.30",
沖縄県,国頭村,農地開発,平板,1000,0.2KM2,農用地開発公団山原開発事業所,太陽コンサルタンツ,"56.6.1,56.7.31",
沖縄県,宮古島市,都市計画,平板,2500,16.0KM2,沖縄県,沖縄陸地測量,"56.9.1,57.1.30",837
沖縄県,那覇市,確定測量,平板,500,0.1KM2,那覇市,与那嶺測量設計,"56.1.20,56.3.25",
沖縄県,"名護市,宜野座村,金武町,恩納村",森林計画,写図,5000,291.0KM2,沖縄県農林水産部,パシフイック航業,"56.7.20,57.2.20",463
