都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,,2018.01.14修正
三重県県境奈良県,"名張市,伊賀市,県境山添村,",河川計画,航空レーザ,1000,19.4KM2,助言H22.11.8E0182近畿地方整備局木津川上流河川事務所,アジア航測(株),"H22.7.29
H23.1.24",,
三重県,"大台町,",砂防計画,数値図化,2500,8.7KM2,助言H22.11.8E0183三重県松阪建設事務所,アジア航測(株),"H22.10.18
H23.3.25",,
三重県,"大台町,",砂防計画,数値図化,2500,8.7KM2,助言H22.11.8E0189三重県松阪建設事務所,国際航業(株),"H22.10.1
H23.3.25",,
三重県,"松阪市,",砂防計画,数値図化,2500,1.7KM2,助言H22.11.15E0196三重県松阪建設事務所,(株)パスコ,"H22.9.21
H23.2.17",,
三重県,"伊勢市,",砂防計画,数値図化,2500,2.1KM2,助言H22.11.17E0199三重県伊勢建設事務所,国際航業(株),"H22.11.15
H23.3.25",,
三重県,"津市,",砂防計画,数値図化,2500,12.7KM2,助言H22.11.18E0202三重県津建設事務所,(株)パスコ,"H22.11.17
H23.3.25",,
三重県,"菰野町,",道路計画,基準点,幅杭設置,77point,助言H22.11.22E0204中日本高速道路（株）　名古屋,（株）弘洋コンサルタンツ,"H22.12.1
H23.4.14",,
三重県,"伊賀市,",砂防計画,"基準点,基準点","２級,,３級","2point,7point",助言H22.11.22E0205三重県伊賀建設事務所,赤井測量設計(株),"H22.11.1
H23.3.7",,
三重県,"伊賀市,",河川計画,"基準点,基準点,基準点,路線","２級,,３級,,４級,,","3point,17point,140point,4.1km",助言H22.11.25E0208三重県伊賀建設事務所,(株)若鈴,"H22.7.22
H23.3.18",,
三重県,"伊賀市,",総合計画,基準点,２級,1point,助言H22.11.25E0209伊賀市,(株)若鈴,"H22.10.21
H23.1.17",,
三重県,"南伊勢町,",その他（確定測量）,"基準点,基準点","２級,,３級","1point,3point",助言H22.12.2E0217道行竃共同施行,"三重県土地改良事業団体
連合会","H22.11.24
H23.3.31",,
三重県,"亀山市,志摩市,",地籍調査,基準点,補助基準点（３級相当）,25point,助言H22.12.6E0222国土交通省　土地・水資源局国土調査課,杉山コンサルタンツ(株),"H22.11.5
H23.3.2",,
三重県,"紀北町,熊野市,",道路台帳,"基準点,基準点,基準点","１級,,２級,,４級","3point,7point,67point",助言H22.12.20E0238中部地方整備局紀勢国道事務所,杉山コンサルタンツ(株),"H22.11.9
H23.3.18",,
三重県,"四日市市,亀山市,朝日町,",道路台帳,"数値撮影,数値図化,数値図修正","地上画素寸法8cm,,500,,500","7KM2,0.4KM2,0.3KM2",助言H23.1.11E0259中部地方整備局北勢国道事務所,中日本航空(株)   ,"H22.10.14
H23.3.30",,
三重県,"鈴鹿市,",砂防計画,数値図化,2500,2.8KM2,助言H23.1.18E0272三重県鈴鹿建設事務所,国際航業(株),"H22.12.20
H23.3.25",,
三重県,"亀山市,",砂防計画,数値図化,2500,8.7KM2,助言H23.1.18E0273三重県鈴鹿建設事務所,国際航業(株),"H22.12.20
H23.3.25",,
三重県,"四日市市,",総合計画,"基準点,基準点","２級,,３級","2point,1point",助言H23.2.1E0281四日市市,(株)見取コンサルタント,"H23.1.24
H23.2.28",,
三重県,"熊野市,御浜町,紀宝町,",道路計画,数値図化,1000,6.1KM2,助言H23.1.28E0286中部地方整備局紀勢国道事務所,中日本航空(株),"H22.12.28
H23.3.25",,
三重県,"尾鷲市,",道路台帳,平板・修正,1000,0.1KM2,助言H23.2.7E0296三重県　　尾鷲市,アジア航測(株),"H23.1.26
H23.3.31",,
三重県,"四日市市,",総合計画,基準点,２級,1point,助言H23.3.3E0325四日市市,（株）プラスデザイン,"H23.2.18
H23.3.31",,
三重県,"菰野町,",道路計画,その他,用地測量,0.6KM2,助言H22.4.70001中日本高速道路（株）　名古屋支社　四日市工事事務所,"(株)若鈴
(株)東海共同測量コンサル
タント
(株)和合コンサルタント
(株)三重新成コンサルタント","H22.3.29
H23.1.12",,
三重県,"菰野町,鈴鹿市,亀山市,",道路計画,"基準点,基準点,基準点,基準点,その他,その他","１級,,２級,,３級,,４級,,用地測量,,幅杭設置測量","2point,31point,42point,308point,26391KM2,26391KM2",助言H22.6.10037中日本高速道路（株）　名古屋支社　四日市工事事務所,"（株）三重中央コンサルタン
ト
丸栄調査設計(株)
(株)見取コンサルタント
協立測量（株）
柴山コンサルタント(株)
アマノコンサルタント(株)
正和設計(株)
(株)共同技術コンサルタント
(株)カギテック
杉山コンサルタンツ(株)
大同コンサルタンツ(株)
大輝測量(株)
(株)新日","H22.5.20
H24.3.31",,事業量修正
三重県,"熊野市,",砂防計画,数値図化,2500,18.8KM2,助言H22.10.10144三重県熊野建設事務所,アジア航測(株),"H22.9.24
H23.3.25",,
三重県,"紀北町,",砂防計画,数値図化,2500,7KM2,助言H22.10.80152三重県尾鷲建設事務所,アジア航測(株),"H22.9.13
H23.3.25",,
三重県,"菰野町,",道路計画,"基準点,基準点,基準点,基準点","３級,,４級,,用地測量,,巾杭設置測量","3point,0.1KM2,0.1KM2,0.1KM2",助言H22.12.100229中日本高速道路（株）　名古屋支社　四日市工事事務所,(株)三重新成コンサルタント,"H22.9.24
H24.3.31",,
三重県,"菰野町,",砂防計画,数値図化,2500,9KM2,助言H22.12.140236三重県四日市建設事務所,中日本航空(株),"H22.9.13
H23.3.25",,
三重県,"四日市市,",砂防計画,数値図化,2500,6.6KM2,助言H22.12.140237三重県四日市建設事務所,アジア航測(株),"H22.9.8
H23.3.25",,
三重県,"鳥羽市,",砂防計画,数値図化,2500,3KM2,助言H22.12.200247三重県志摩建設事務所,(株)パスコ,"H22.11.22
H23.3.25",,
三重県,"四日市市,",道路計画,"基準点,基準点,地上数値法","３級,,４級,,500","7point,0.2KM2,0.2KM2",助言H22.12.200248中日本高速道路（株）　名古屋支社　四日市工事事務所,(株)アンドー,"H22.12.17
H23.8.3",,
三重県,"松阪市,",道路台帳,"基準点,基準点","３級,,４級","1point,25point",助言H23.1.110252中部地方整備局紀勢国道事務所,丸栄調査設計(株),"H22.11.3
H23.3.18",,
三重県,"伊勢市,",その他（基盤整備）,"基準点,基準点","２級,,３級","5point,17point",助言H23.1.110257三重県伊勢農林水産商工環境事務所,"（株）ジオ
丸栄調査設計(株)
CSGコンサルタント（株）","H23.1.17
H23.3.25",,
三重県,"多気町,",その他（かんがい排水事業）,"基準点,基準点","２級,,３級","7point,13point",助言H23.1.210282三重県伊勢農林水産商工環境事務所,"(株)コンサルテイング中勢
(株)カギテック","H22.12.20
H23.3.25",,
三重県,"名張市,",道路計画,"基準点,基準点,基準点","２級,,３級,,４級","2point,3point,35point",助言H23.2.210301三重県伊賀建設事務所,(株)志登茂コンサルタント,"H23.2.10
H23.3.25",,
三重県,"亀山市,",総合計画,基準点,３級,1point,助言H23.2.250312亀山市,(株)北斗エス・イー・シー,"H23.2.1
H23.3.22",,
三重県,"津市,",地籍調査（都市部官民境界基本調査）,"基準点,基準点","２級,,３級","3point,100point",助言H23.2.280315（中止）国土交通省土地・水資源局国土調査課,（株）協同測量社,"H22.12.27
H23.3.18",,
三重県,"名張市,",地籍調査（都市部官民境界基本調査）,基準点,３級,8point,助言H23.2.280316（中止）国土交通省土地・水資源局国土調査課,(株)かんこう,"H22.12.28
H23.3.25",,
三重県,"名張市,",地籍調査（都市部官民境界基本調査）,基準点,３級,100point,助言H23.2.280317（中止）国土交通省土地・水資源局国土調査課,(株)ユニオン,"H22.12.28
H23.3.25",,
三重県,"名張市,",地籍調査（都市部官民境界基本調査）,基準点,３級,65point,助言H23.2.280318（中止）国土交通省土地・水資源局国土調査課,(株)三洋開発,"H23.1.6
H23.3.25",,
三重県,"名張市,",地籍調査（都市部官民境界基本調査）,基準点,３級,13point,助言H23.2.280319（中止）国土交通省土地・水資源局国土調査課,(株)かんこう,"H22.12.20
H23.3.25",,
三重県,"鈴鹿市,",地籍調査（都市部官民境界基本調査）,基準点,３級,108point,助言H23.2.280320（中止）国土交通省土地・水資源局国土調査課,写測エンジニアリング（株）,"H22.12.27
H23.3.18",,
三重県,"鈴鹿市,",土地区画整理,"基準点,基準点","３級,,４級","10point,0.3KM2",助言H23.3.80327鈴鹿市白江土地区画整理組合,西口建工(株),"H23.1.11
H23.3.26",,
三重県,"志摩市,",砂防計画,数値図化,2500,4.1KM2,助言H23.3.80329三重県志摩建設事務所,国際航業(株),"H23.1.17
H23.3.25",,
三重県,"伊賀市,",その他（道路改良）,"基準点,基準点","２級,,３級","3point,2point",助言H23.3.280341三重県伊賀建設事務所,南海カツマ（株）,"H23.4.1
H23.6.20",,
滋賀県,"草津市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法5.5ｃｍ,,,,500","67.9KM2,67.9KM2,67.9KM2",助言H22.4.23F0007滋賀県　　草津市,(株)パスコ,"H22.4.1
H23.3.15",,
滋賀県,"大津市,高島市,草津市,守山市,栗東市,湖南市,野洲市,近江八幡市,東近江市,彦根市,米原市,長浜市,安土町,虎姫町,余呉町,木之本町,高月町,湖北町,",河川管理,"カラー撮影,直接定位計算","12500,,","891KM2,891KM2",助言　　　　　H22.4.30  F 0014近畿地方整備局琵琶湖河川事務所,（株）エイテック,"H22.4.30
H22.10.31",,
滋賀県,"栗東市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法5.5ｃｍ,,,,500","52.8KM2,52.8KM2,52.8KM2",助言H22.4.30F0015滋賀県　　栗東市,(株)パスコ,"H22.4.2
H23.3.23",,
滋賀県,"豊郷町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法11cm,,,,1000","7.8KM2,7.8KM2,7.8KM2",助言H22.6.1F0040滋賀県　　豊郷町,(株)パスコ,"H22.5.28
H23.3.31",,
滋賀県,"竜王町,",工業団地開発計画,"基準点,基準点,基準点","１級,,２級,,３級","1point,4point,17point",助言H22.6.1F0033滋賀県土地開発公社,(株)甲西測量,"H22.5.15
H22.8.31",,
滋賀県,"湖南市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","3point,3point,9point",助言H22.6.8F0041滋賀県甲賀農業農村振興事務所,(株)中村測量設計,"H22.6.20
H22.10.29",,
滋賀県,"野洲市,",固定資産,"数値撮影,同時調整","地上画素寸法12ｃｍ,,1000","61.5KM2,61.5KM2",助言H22.6.11F0048滋賀県　　野洲市,(株)パスコ,"H22.6.9
H22.12.17",,
滋賀県,"竜王町,",下水道台帳,数値図化,1000,0.9KM2,助言H22.6.29F0065滋賀県　　竜王町,(株)パスコ,"H22.6.22
H22.7.30",,
滋賀県,"長浜市,",道路改築,数値図化,1000,1KM2,助言H22.7.6F0068滋賀県,復建調査設計(株),"H22.6.21
H22.8.20",,
滋賀県,"大津市,",統合型GIS基盤地図データ更新,"数値撮影,同時調整,数値図修正,数値図修正,ディジタルオルソ","地上画素寸法12cm,,,,1000,,2500,,1000","374.1KM2,374.1KM2,374.1KM2,374.1KM2,374.1KM2",助言H22.8.2F0094滋賀県　　大津市,国際航業(株),"H22.7.28
H23.3.25",,
滋賀県,"東近江市,",土地改良事業,"基準点,基準点,基準点","２級,,３級,,４級","6point,14point,60point",助言H22.8.12F0106滋賀県愛知川流域田園整備事務所,(株)関西技研,"H22.6.30
H22.11.30",,
滋賀県,"草津市,","都市計画,固定資産,道路台帳","既成図数値化,座標変換,数値図修正,数値図修正,編集,編集","500,,500,,500,,2500,,10000,,15000","496.9km,496.9km,67.9KM2,67.9KM2,67.9KM2,67.9KM2",助言H22.8.16F0109滋賀県　　草津市,(株)パスコ,"H22.7.1
H23.3.15",,
滋賀県,"栗東市,",土地区画整理,"地上数値法,基準点,基準点","500,,３級,,４級","0.1KM2,2point,63point",助言H22.9.8F0129目川中央土地区画整理組合,(株)サンワコン,"H22.9.13
H23.3.31",,
滋賀県,"高島市,",土地改良,"基準点,基準点","２級,,４級","2point,5point",助言H22.9.10F0134滋賀県高島農業農村振興事務所,(有)品川測量事務所,"H22.8.12
H22.10.30",,
滋賀県,"大津市,",道路台帳整備,"基準点,基準点","３級,,４級","6point,119point",助言H22.9.15F0125滋賀県　　大津市,近畿設計測量(株),"H22.8.25
H23.1.31",,
滋賀県,"愛荘町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,,,1000","31.3KM2,31.3KM2,31.3KM2",助言H22.10.5F0159滋賀県　　愛荘町,朝日航洋(株),"H22.7.15
H23.3.24",,
滋賀県,"高島市,",道路管理,"数値撮影,同時調整,数値図化","地上画素寸法6cm,,,,500","3KM2,3KM2,0.2KM2",助言H22.10.20F0187近畿地方整備局滋賀国道事務所,国際航業(株),"H22.10.15
H23.2.28",,
滋賀県,"日野町,",総合計画,"数値図修正,数値図修正","1000,,2500","1KM2,115.6KM2",助言H22.10.20F0188滋賀県　　日野町,国際航業(株),"H22.10.15
H23.3.31",,
滋賀県県境京都府,"大津市,東近江市,県境京都市,",地形図修正,基準点,３級,10point,助言H22.10.25F0202宮内庁書陵部陵墓課,智原測量設計(株),"H22.10.4
H23.3.31",,
滋賀県,"甲良町,",農道台帳作成,"数値撮影,同時調整,数値図化,ディジタルオルソ","地上画素寸法11cm,,,,1000,,1000","13.6KM2,13.6KM2,31km,13.6KM2",助言H22.10.28F0214滋賀県　　甲良町,(株)パスコ,"H22.10.25
H23.3.18",,
滋賀県,"大津市,",不動産登記法第14条1項地図作成,"基準点,基準点,基準点","２級,,３級,,４級","2point,14point,280point",助言H22.11.5F0213大津地方法務局,(有)ミツヤ測量,"H22.11.1
H23.1.31",,
滋賀県,"東近江市,",都市計画,数値図化,2500,26.9KM2,助言H22.11.8F0227滋賀県　　東近江市,(株)パスコ,"H22.11.1
H23.3.29",,
滋賀県,"大津市,",道路台帳,"基準点,基準点,地上数値法","３級,,４級,,500","6point,105point,0.1KM2",助言H22.11.8F0206滋賀県　　大津市,(株)白川測量設計事務所,"H22.10.20
H23.2.28",,
滋賀県,"彦根市,",固定資産,"撮影,同時調整","地上画素寸法9.6ｃｍ,,","98.2KM2,98.2KM2",助言H22.11.19F0250滋賀県　　彦根市,朝日航洋(株),"H22.10.1
H23.3.31",,
滋賀県,"栗東市,",道路計画,"基準点,基準点,水準,基準点","２級,,３級,,４級,,４級","2point,4point,2km,24point",助言H22.11.29F0233滋賀県南部土木事務所,(株)田中設計,"H22.11.1
H22.12.20",,
滋賀県,"東近江市,",基盤地図修正,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,,,1000","218.6KM2,218.6KM2,218.6KM2",助言H22.12.6F0270滋賀県　　東近江市,朝日航洋(株),"H22.11.18
H23.3.11",,
滋賀県,"長浜市,東近江市,近江八幡市,野洲市,守山市,草津市,高島市,湖北町,",河川定期縦断測量,水準,３級,55.9km,助言H23.2.7F0403独立行政法人水資源機構琵琶湖開発総合管理所,(株)石居設計,"H23.1.26
H23.3.15",,
滋賀県,"甲賀市,",排水処理施設測量調査,"数値撮影,同時調整","地上画素寸法5.5cm,,500","0.78KM2,0.78KM2",助言H23.2.14F0420滋賀県　　甲賀市,(株)パスコ,"H23.1.24
H23.3.18",,
滋賀県,"甲賀市,",下水道計画及び管理,数値図化,500,0.7KM2,助言H23.2.18F0429滋賀県　　甲賀市,(株)パスコ,"H23.2.10
H23.3.18",,
滋賀県,"東近江市,",ほ場整備,基準点,２級,4point,助言H22.4.7F0001滋賀県　　東近江市,近畿設計測量(株),"H22.3.26
H22.12.31",,
滋賀県,"豊郷町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法11cm,,,,1000","7.8KM2,7.8KM2,7.8KM2",助言H22.6.10040滋賀県　　豊郷町,(株)パスコ,"H22.5.28
H23.3.31",,
滋賀県,"長浜市,",都市計画,"数値撮影,数値図化,数値撮影,数値図化,同時調整,写測図化","地上画素寸法12cm,,1000,,地上画素寸法6cm,,500,,,,1000","426.9KM2,426.9KM2,45.5KM2,45.5KM2,472.4KM2,67.1KM2",助言H22.6.11F0044滋賀県　　長浜市,朝日航洋(株),"H21.8.1
H23.3.31",,
滋賀県,"大津市,",道路計画,基準点,３級,2point,助言H22.6.16F0052滋賀県　　大津市   ,(株)サンセイ,"H22.6.7
H22.10.29",,
滋賀県,"栗東市,",土地区画整理,"基準点,基準点,地上数値法","３級,,４級,,500","7point,46point,0.1KM2",助言H22.7.23F0085手原東部土地区画整理組合,(株)サンワコン,"H22.7.14
H23.3.31",,
滋賀県,"甲賀市,",固定資産評価システム整備,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法11cm,,,,1000","481.7KM2,481.7KM2,151.7KM2",助言H22.8.2F0093滋賀県　　甲賀市,(株)パスコ,"H22.7.27
H23.2.28",,
滋賀県,"大津市,",道路台帳整備,"基準点,基準点","３級,,４級","6point,119point",助言H22.9.15F0125滋賀県　　大津市,近畿設計測量(株),"H22.8.25
H23.1.31",,
滋賀県,"大津市,",道路台帳,"数値図化,数値図修正","500,,500","296.7km,1,159.7km",助言H22.9.17F0137滋賀県　　大津市,(株)パスコ,"H22.9.6
H23.2.28",,
