都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号,,,,,,～の有無,2018.01.10地名修正
兵庫県,高砂市,道路計画,"撮影,図化修正","12500,,2500","34.5KM2,34.5KM2",高砂市,パスコ,"58.10.20,59.3.7",1006,図化修正,,,「全域」削除,,,
兵庫県,西脇市,森林計画,撮影,16000,851.0KM2,兵庫県,大阪写測,"58.5.1,58.7.31",34,,,,「外」削除,,,
兵庫県,明石市,道路台帳,図化,500,2.9KM2,明石市,アジア航測,"58.6.3,59.3.31",,,,,,,,
兵庫県,洲本市,道路台帳,図化,500,0.9KM2,洲本市,"大阪,阪神,兵庫測量共同企業体","58.6.15,58.11.11",,,,,,,,
兵庫県,西宮市,道路計画,図化,1000,1.1KM2,阪神国道工事事務所,アジア航測,"58.6.30,58.8.18",,,,,,,,
兵庫県,村岡町,道路計画,図化,1000,0.7KM2,近畿地建豊岡工事事務所,アジア航測,"58.7.26,58.10.13",,,,,,,,
兵庫県,西紀町,道路台帳,図化,1000,3.2KM2,西紀町,国際航業,"58.11.1,59.3.31",,,,,「全域」削除,,,
兵庫県,"竹野町,豊岡市",道路改良,図化,1000,1.3KM2,近畿地建豊岡工事事務所,関西航測,"58.6.2,58.8.10",,,,「郡」削除,,,,
兵庫県,三原町,都市計画,図化修正,2500,37.2KM2,三原町,国際航業,"58.3.1,59.2.28",1123,図化修正,,,,,,
兵庫県,川西市,道路台帳,平板,500,0.3KM2,川西市,共栄測量設計,"58.9.24,59.3.31",,,,,,,,
兵庫県,川西市,道路台帳,平板,500,0.1KM2,水資源開発公団一庫ダム建設所,昭和測量設計,"58.11.1,59.2.26",,,,,地名修正,,,
兵庫県,加古川市,区画整理,平板,500,0.5KM2,加古川市,パスコ,"58.8.20,58.10.27",,,,地名修正,,,,
兵庫県,加西市,区画整理,平板,500,0.5KM2,加西市,八州,"59.1.6,59.3.24",,,,地名修正,,,,
兵庫県,姫路市,区画整理,平板,500,0.8KM2,姫路市,八州,"58.6.16,59.3.10",,,,,,,,
兵庫県,上月町,土地改良,平板,500,0.1KM2,上月町,美作測量,"58.10.1,59.3.20",,,,地名修正,,,,
兵庫県,神戸市,地籍調査,平板,500,0.5KM2,神戸市,国際航業,"59.1.5,59.2.28",,,,地名修正,,,,
奈良県,奈良市,道路台帳,"基準点,基準点,撮影(対標有),撮影(対標有)","1級,,3級,,4000,,8000","15point,15point,85.5KM2,132.0KM2",奈良市,国際航業,"58.10.1,59.3.10",811,,,,「全域」削除,,,
大阪府県境奈良県,"東大阪市,県境生駒市",道路計画,"水準,基準点,基準点","1級,,1級,,3級","14.0km,8point,6point",奈良県土地開発公社,パスコ,"58.9.15,59.3.20",,,,,地名修正,,,県名修正
奈良県,生駒市,道路台帳,"撮影,図化","4000,,500","22.0KM2,3.2KM2",生駒市,パスコ,"58.5.2,58.11.30",157,,,,,,,
奈良県,大和高田市,下水道台帳,"撮影,図化","4000,,500","17.0KM2,0.3KM2",大和高田市,内外エンジニアリング,"58.4.25,58.9.30",,,,,,,,
奈良県,桜井市,道路台帳,"撮影,図化","8000,,1000","127.0KM2,1.2KM2",桜井市,パスコ,"58.11.1,59.3.20",932,,,,「全域」削除,,,
奈良県,新庄町,道路台帳,"撮影,図化","8000,,1000","14.8KM2,4.8KM2",新庄町,関西測量所,"59.4.1,60.2.28",1369,,,,,,,
奈良県,高取町,道路台帳,"撮影,図化","8000,,1000","25.6KM2,4.4KM2",高取町,パスコ,"58.5.4,59.1.31",158,,,,「全域」削除,,,
奈良県,平群町,道路台帳,"撮影,図化","8000,,1000","36.9KM2,4.1KM2",平群町,大阪写真測量所,"59.3.22,60.2.28",1370,,,,「全域」削除,,,
奈良県,御杖村,道路台帳,"撮影,図化","8000,,1000","79.7KM2,3.5KM2",御杖村,サンヨー開発測量,"58.11.25,59.12.20",1004,,,,「全域」削除,,,
奈良県,天川村,道路台帳,"撮影,図化","8000,,1000","175.1KM2,4.9KM2",天川村,サンヨー開発測量,"58.7.1,59.2.28",320,,,,「全域」削除,,,
奈良県,西吉野村,道路台帳,"撮影,図化","8000,,1000","92.7KM2,8.5KM2",西吉野村,パスコ,"58.10.11,59.3.20",815,,,,「全域」削除,,,
奈良県,下北山村,道路台帳,"撮影,図化","8000,,1000","135.9KM2,1.8KM2",下北山村,パスコ,"58.10.20,59.10.20",927,,,,「全域」削除,,,
奈良県,曽爾村,道路台帳,"撮影,図化","8000,,1000","15.0KM2,1.8KM2",曽爾村,パスコ,"58.10.1,59.3.20",814,,,,,,,
奈良県,生駒市,都市計画,"撮影,図化修正","12500,,2500","105.0KM2,52.6KM2",生駒市,パスコ,"58.5.2,58.8.31",174,図化修正,,,「全域」削除,,,
奈良県,天理市,都市計画,"撮影,図化修正","12500,,2500","70.0KM2,49.4KM2",天理市,アジア航測,"58.6.6,58.12.24",355,図化修正,,,,,,
奈良県,奈良市,都市計画,"撮影,図化修正","12500,,2500","187.0KM2,103.0KM2",奈良市,パスコ,"58.5.18,58.10.31",175,図化修正,,,,,,
奈良県,菟田野町,都市計画,"撮影,図化修正","12500,,2500","8.8KM2,4.4KM2",菟田野町,パスコ,"58.4.4,58.5.15",35,図化修正,,,,,,
奈良県,,森林調査,撮影,16000,532.0KM2,奈良県,八州,"58.4.15,58.7.31",26,,測量地域修正,,,,,
奈良県,"上北山村,下北山村",電源開発,"撮影,図化","20000,,5000","124.7KM2,6.2KM2",新エネルギー財団水力本部,国際航業,"58.9.16,59.3.10",763,,,,,,,
和歌山県,有田市,道路台帳,"撮影,図化","4000,,500","36.2KM2,8.2KM2",有田市,アジア航測,"58.4.1,59.6.1",71,,,,「全域」削除,,,
和歌山県,和歌山市,道路台帳,"撮影,図化","4000,,500","25.0KM2,1.4KM2",和歌山市,パスコ,"58.5.10,58.7.30",173,,,地名修正,,,,
和歌山県,南部町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","11.2KM2,26.3KM2,1.0KM2,2.0KM2",南部町,国際航業,"58.9.2,59.12.20",761,,,,「全域」削除&地名修正,,,
和歌山県,金屋町,都市計画,"撮影,図化","8000,,1000","150.0KM2,7.7KM2",金屋町,アジア航測,"58.9.1,60.3.19",930,,,,「全域」削除,,,
和歌山県,貴志川町,都市計画,"撮影,図化修正","8000,,2500","22.3KM2,22.3KM2",貴志川町,パスコ,"58.12.26,59.3.31",,図化修正,,,「全域」削除,,,
和歌山県,貴志川町,道路計画,"撮影,図化","8000,,1000","22.0KM2,4.5KM2",貴志川町,パスコ,"58.11.15,60.11.30",1001,,,,「全域」削除,,,
和歌山県,"有田市,湯浅町,広川町,金屋町,清水町,吉備町",道路台帳,"撮影,図化","8000,,1000","333.0KM2,11.3KM2",和歌山県,"玉野総合コンサルタント,国際航業","58.10.11,59.3.10",1003,,,,,,,
和歌山県,"美山村,龍神村,南部川村",道路台帳,"撮影,図化","8000,,1000","113.2KM2,2.4KM2",和歌山県,"南紀航空,朝日航洋","58.10.11,59.2.16",1003,,,,地名修正,,,地名修正
和歌山県,"橋本市,高野口町,かつらぎ町,花園村,高野町,九度山町",道路台帳,"撮影,図化","8000,,1000","236.9KM2,8.8KM2",和歌山県,"サンヨー開発測量,パスコ","58.10.11,59.3.7",1003,,,,,,,
和歌山県,那賀町,道路台帳,"撮影,図化","8000,,1000","174.4KM2,6.2KM2",和歌山県,関西航空,"58.10.11,59.2.26",1003,,,,「全域」削除,郡展開,,
和歌山県,"海南市,野上町,美里町,下津町,和歌山市",道路台帳,"撮影,図化","8000,,1000","424.8KM2,15.0KM2",和歌山県,"アジア航測,日建技術コンサルタント,和歌山航測","58.10.11,59.3.7",1003,,,,,,,
和歌山県,熊野川町,道路台帳,"撮影,図化","8000,,1000","176.6KM2,9.1KM2",熊野川町,国際航業,"58.10.3,60.1.31",634,,,,「全域」削除,,,
和歌山県,太地町,道路台帳,"撮影,図化","8000,,1000","10.0KM2,5.8KM2",太地町,大阪写真測量所,"57.10.1,58.10.31",224,,,,「全域」削除,,,
和歌山県,桃山町,道路台帳,"撮影,図化,図化修正,図化修正","8000,,1000,,2500,,10000","48.0KM2,20.0KM2,48.0KM2,48.0KM2",桃山町,大阪写真測量所,"58.6.1,59.12.10",232,図化修正,,,「全域」削除,,,
和歌山県,南部川村,道路台帳,撮影(対標有),8000,94.9KM2,南部川村,国際航業,"58.9.14,58.10.31",759,,,,「全域」削除&地名修正,,,
和歌山県,新宮市,道路台帳,"撮影,図化,図化","8000,,500,,1000","68.4KM2,0.2KM2,1.7KM2",新宮市,富士測量,"58.8.15,59.3.31",423,,,,「全域」削除,,,
和歌山県,かつらぎ町,道路台帳,"撮影,図化","8000,,1000","120.0KM2,11.1KM2",かつらぎ町,南紀航空,"58.4.11,61.3.31",33,,,,,,,
和歌山県,印南町,道路台帳,"撮影,図化","8000,,1000","113.4KM2,6.8KM2",印南町,パスコ,"58.12.15,60.3.30",1316,,,,「全域」削除,,,
和歌山県,北山村,道路台帳,"撮影,図化","8000,,1000","47.3KM2,0.8KM2",北山村,国際航業,"58.10.3,60.1.31",636,,,,「全域」削除,,,
和歌山県,本宮町,道路台帳,"撮影,図化","8000,,1000","204.4KM2,6.1KM2",本宮町,国際航業,"58.10.3,60.1.31",635,,,,「全域」削除,,,
和歌山県,大塔村,道路台帳,"撮影,図化","8000,,1000","218.0KM2,3.2KM2",大塔村,パスコ,"58.4.20,58.12.31",172,,,,「全域」削除,,,
和歌山県,古座町,道路台帳,"撮影,図化","8000,,1000","45.9KM2,2.2KM2",古座町,国際航業,"58.8.1,59.6.25",1054,,,,「全域」削除,,,
和歌山県,美山村,道路台帳,"撮影,図化","8000,,1000","168.6KM2,6.0KM2",美山村,国際航業,"58.3.1,59.2.29",1053,,,,「全域」削除,,,
和歌山県,すさみ町,道路台帳,"撮影,図化","8000,,1000","110.0KM2,3.9KM2",すさみ町,国際航業,"58.10.4,59.10.31",1122,,,,,,,
和歌山県,高野町,道路台帳,"撮影,図化","8000,,1000","150.0KM2,5.6KM2",高野町,関西航測,"58.6.1,60.3.31",414,,,,「全域」削除,,,
和歌山県,,河川改修,"撮影,図化","8000,,1000","8.1KM2,1.0KM2",和歌山県御坊土木事務所,パスコ,"59.3.13,59.3.31",1372,,,,地名修正,,,
和歌山県,南部町,都市計画,"撮影,図化修正","12500,,2500","59.4KM2,26.3KM2",南部町,朝日航洋,"59.3.10,59.4.30",1315,図化修正,,,「全域」削除&地名修正,,,
奈良県,安堵村,道路台帳,図化,500,4.1KM2,安堵村,パスコ,"58.6.20,59.3.31",,,,,「全域」削除,,,県名修正
和歌山県,吉備町,道路台帳,図化,1000,4.9KM2,吉備町,アジア航測,"58.9.1,60.2.10",,,,,「全域」削除,,,
和歌山県,清水町,道路台帳,図化,1000,13.5KM2,清水町,南紀航空,"59.4.5,60.5.31",,,,,,,,
和歌山県,下津町,道路台帳,図化,1000,3.9KM2,下津町,和歌山航測,"58.8.2,59.3.20",,,,,「全域」削除,,,
和歌山県,中辺路町,道路台帳,図化,1000,3.9KM2,中辺路町,アジア航測,"58.3.28,58.11.30",,,,,「全域」削除,,,
和歌山県,美浜町,道路台帳,図化,1000,2.0KM2,美浜町,パスコ,"58.12.19,59.5.31",,,,,「全域」削除,,,
鳥取県,,境界調査,基準点,図根点,2point,大阪営林局,自営,"58.5.9,59.3.10",,,,「国有林」なので削除,,,,
鳥取県,鹿野町,土地改良,"基準点,平板","3級,,500","2point,0.5KM2",鹿野町,アサヒコンサルタント,"58.9.12,58.11.20",,,,地名修正,,,,
鳥取県,鳥取市,地盤沈下,水準,1級,23.1km,鳥取県,八州大阪支店,"58.7.5,58.7.20",265,,,,,,,
鳥取県,米子市,下水道計画,"撮影,図化","4000,,500","3.3KM2,0.7KM2",米子市,パスコ,"58.8.23,58.11.30",,,,地名修正,,,,
鳥取県,東伯町,道路台帳,"撮影,図化","8000,,1000","91.6KM2,3.0KM2",東伯町,西日本建設コンサルタント,"58.11.11,59.2.29",1008,,,,「全域」削除,,,
鳥取県,岩美町,都市計画,"撮影,図化修正","12500,,2500","45.0KM2,20.0KM2",岩美町,西日本建設コンサルタント,"58.10.25,59.3.10",851,図化修正,,地名修正,,,,
鳥取県,気高町,都市計画,"撮影,図化修正","12500,,2500","15.0KM2,7.8KM2",気高町,西日本建設コンサルタント,"58.9.22,58.12.20",768,図化修正,,地名修正,,,,
鳥取県,鳥取市,牧場整理事業,"撮影,図化","12500,,2500","28.1KM2,5.5KM2",鳥取県,日本航業,"58.7.15,58.10.10",337,,,地名修正,,,,
鳥取県,,河川海岸計画,"カラー撮影(対標有),カラー撮影(対標有)","12500,,20000","82.7KM2,118.5KM2",中国地建倉吉工事事務所,パスコ,"58.9.20,58.11.30",770,撮影(カラー)→カラー撮影,,,,「区」削除,,
鳥取県,"日南町,日野町",森林計画,撮影,16000,339.0KM2,鳥取県,日本航業,"58.4.22,58.6.30",48,,,,,,,
鳥取県,,伐採状況調査,撮影,20000,1520.0KM2,広島国税局,日本航業,"58.10.5,58.10.25",660,,,「県」削除,,,,
鳥取県,名和町,農村総合整備,"撮影,図化修正","25000,,15000","92.0KM2,45.5KM2",名和町,西日本建設コンサルタント,"58.10.11,59.1.31",938,図化修正,,,「全域」削除,,,
鳥取県,"関金町,江府町",砂防計画,図化,5000,53.0KM2,中国地建倉吉工事事務所,パスコ,"58.7.26,59.2.15",479,,,,,,,
鳥取県,倉吉市,土地改良,平板,500,0.1KM2,倉吉市,中央技術,"58.6.29,58.7.30",,,,地名修正,,,,
島根県県境鳥取県,"松江市,東出雲町,安来市,県境境港市",干拓計画,"基準点,基準点,水準","2級,,3級,,3級","11point,26point,25.0km",中国四国農政局,"玉野総合コンサルタント,若鈴コンサルタンツ,チェリーコンサルタント","58.8.4,58.10.24",,,,,,,,
島根県,八束町,干拓計画,"基準点,基準点","2級,,3級","6point,7point",中国四国農政局中海干拓事務所,チェリーコンサルタント,"58.9.14,58.10.14",,,,,,,,
島根県,,境界調査,基準点,簡級,5.9km,大阪営林局,自営,"58.5.9,59.3.10",,,,「国有林」なので削除,,,,
島根県,出雲市,河川改修,縦横断,,1.0km,中国地建出雲工事事務所,古川測量,"58.4.11,58.6.15",,,,地名修正,,,,
島根県,加茂町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","5.2KM2,25.3KM2,0.3KM2,3.1KM2",加茂町,ワールド航空事業,"58.11.8,59.3.10",934,,,,,,,
島根県,益田市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","21.6KM2,280.4KM2,3.9KM2,10.6KM2",益田市,パスコ,"58.9.26,60.3.10",678,,,,「全域」削除,,,
島根県,出雲市,区画整理,"撮影,図化","4000,,500","4.8KM2,1.3KM2",出雲市,アジア航測,"58.5.16,58.10.30",130,,,地名修正,,,,
島根県,,道路台帳,"撮影,図化","8000,,1000","253.7KM2,9.1KM2",島根県,協和測量設計,"58.10.1,59.3.20",,,,「県」削除,,,,
島根県,温泉津町,道路台帳,"撮影,図化","8000,,1000","133.9KM2,4.1KM2",温泉津町,関西測量,"58.5.13,59.3.20",116,,,,「全域」削除,,,
島根県,金城町,道路台帳,"撮影,図化","8000,,1000","165.0KM2,6.6KM2",金城町,国際航業,"58.9.24,59.3.20",1130,,,,「全域」削除,,,
島根県,西郷町,道路台帳,"撮影,図化","8000,,1000","123.3KM2,18.2KM2",西郷町,国際航業,"57.12.27,59.9.30",672,,,,「全域」削除,,,
島根県,島根町,道路台帳,"撮影,図化","8000,,1000","37.7KM2,1.2KM2",島根町,ワールド航空事業,"58.4.20,59.3.20",62,,,,「全域」削除,,,
島根県,斐川町,道路台帳,"撮影,図化","8000,,1000","66.0KM2,5.3KM2",斐川町,ワールド航空事業,"59.3.20,59.6.30",1359,,,,,,,
島根県,八雲村,道路台帳,"撮影,図化","8000,,1000","69.3KM2,4.5KM2",八雲村,八雲建設コンサルタント,"58.11.1,59.8.30",1174,,,,「全域」削除,,,
島根県,三隅町,港湾整備,撮影(対標有),12500,89.7KM2,第三港湾建設局境港工事事務所,パスコ,"58.12.23,59.2.29",1175,,,,,,,
島根県,津和野町,道路台帳,図化,1000,5.0KM2,津和野町,パスコ,"58.8.26,60.2.20",,,,,「全域」削除,,,
島根県,頓原町,農地造成計画,図化,1000,1.2KM2,財団法人島根県農業開発公社,西日本建設コンサルタント,"58.11.2,59.1.25",,,,地名修正,,,,
島根県,桜江町,河川改修,図化,1000,1.1KM2,浜田工事事務所,アジア航測,"58.9.22,59.1.10",,,,地名修正,,,,
島根県,"松江市,平田市,斐川町,宍道町,玉湯町",河川管理,図化,2500,18.7KM2,中国地建出雲工事事務所,パスコ,"58.10.26,59.3.20",,,,,,,,
島根県,出雲市,河川改修,平板,500,0.2KM2,中国地建出雲工事事務所,三興建設コンサルタント,"58.4.11,58.6.15",,,,地名修正,,,,
岡山県,岡山市,都市計画,"基準点,平板","2級,,500","4point,0.5KM2",岡山県土地開発公社,復建調査設計,"58.10.17,59.3.31",,,,地名修正,,,,
岡山県,,境界調査,基準点,簡級,11.4km,大阪営林局,"東亜測量,自営","58.5.9,59.3.10",,,,「国有林」なので削除,,,,
岡山県,高梁市,下水道計画,"撮影,図化","4000,,500","4.5KM2,2.0KM2",高梁市,西日本建設コンサルタント,"58.4.6,58.7.30",,,,地名修正,,,,
岡山県,笠岡市,下水道計画,"撮影,図化","4000,,500","4.7KM2,0.1KM2",笠岡市,パスコ,"58.10.31,58.12.20",,,,,,,,
岡山県,岡山市,道路計画,"撮影,図化","8000,,1000","36.0KM2,2.2KM2",岡山県岡山地方振興局,朝日航洋,"58.5.6,58.6.30",105,,,,,,,
岡山県,井原市,道路台帳,"撮影,図化","8000,,1000","89.5KM2,0.5KM2",井原市,日本航業,"59.1.30,59.3.26",1234,,,,,,,
岡山県,備前市,道路台帳,"撮影,図化","8000,,1000","200.0KM2,6.9KM2",備前市,西日本建設コンサルタント,"58.5.17,59.3.31",185,,,,「全域」削除,,,
岡山県,赤坂町,道路台帳,"撮影,図化","8000,,1000","42.8KM2,6.5KM2",赤坂町,国際航業,"58.5.17,59.2.29",198,,,「郡」削除,「全域」削除,,,
岡山県,落合町,道路台帳,"撮影,図化","8000,,1000","200.0KM2,6.0KM2",落合町,西日本建設コンサルタント,"58.6.1,59.2.28",197,,,「郡」削除,「全域」削除,,,
岡山県,"岡山市,倉敷市,総社市,吉備中央町",作付状況調査,撮影,20000,529.0KM2,広島国税局,日本航業,"58.8.25,58.6.10",129,,,,,郡展開,,
岡山県,勝田町,道路台帳,"撮影,図化","8000,,1000","117.0KM2,3.6KM2",勝田町,西日本建設コンサルタント,"58.5.31,59.2.25",260,,,,「全域」削除,,,
岡山県,奈義町,道路台帳,"撮影,図化","8000,,1000","69.7KM2,5.9KM2",奈義町,国際航業,"58.9.27,59.9.30",940,,,,「全域」削除,,,
岡山県,矢掛町,道路台帳,"撮影,図化","8000,,1000","90.2KM2,9.0KM2",矢掛町,パスコ,"58.11.2,59.11.30",817,,,,「全域」削除,,,
岡山県,美星町,土地改良,"撮影,図化","8000,,1000","117.0KM2,2.5KM2",岡山県井笠地方振興局,朝日航洋,"58.12.9,59.3.20",1131,,,,「全域」削除,,,
岡山県,御津町,ほ場整備,"撮影,図化","8000,,1000","15.0KM2,2.2KM2",御津町,西日本建設コンサルタント,"58.10.25,58.12.20",852,,,地名修正,,,,
岡山県,落合町,道路計画,"撮影,図化","12500,,2500","19.8KM2,2.2KM2",岡山県具庭地方振興局,日本航業,"58.8.25,58.10.31",464,,,,,,,
岡山県,"高梁市,井原市",森林計画,撮影,16000,800.0KM2,岡山県,日本航業,"58.5.7,58.8.31",113,,,「地域」修正,,郡展開,,
岡山県,"富村,久世町",電源開発,"撮影,図化,編集","20000,,5000,,10000","75.0KM2,14.7KM2,952.2KM2",新エネルギー財団水力本部,国際航業,"58.9.16,59.3.10",766,,,「郡」削除,,,,地名修正
岡山県,,都市計画,"撮影,図化修正","30000,,10000","1248.0KM2,295.8KM2",岡山県,朝日航洋,"58.10.8,59.1.31",679,図化修正,,「県」削除,,,,
岡山県,倉敷市,下水道台帳,図化,500,4.8KM2,倉敷市,朝日航洋,"58.9.1,59.1.22",,,,地名修正,,,,
岡山県,倉敷市,下水道台帳,図化,500,2.3KM2,倉敷市,パスコ,"58.5.16,58.7.31",,,,,「地区」削除,,,
岡山県,鏡野町,ダム計画,図化,500,0.5KM2,中国地建苫田ダム工事事務所,朝日航洋,"58.12.14,59.3.30",,,,,「地区」削除,,,
岡山県,倉敷市,文化財調査,図化,500,0.3KM2,倉敷市,朝日航洋,"58.8.15,58.11.10",,,,,「地区」削除,,,
岡山県,上齋原村,道路台帳,図化,1000,2.3KM2,上斎原村,西日本コンサルタント,"58.8.1,59.3.25",,,,,「全域」削除,,,地名修正
